datetime,articles_compound_sentiment,articles_positive_sentiment,articles_neutral_sentiment,articles_negative_sentiment,stockmarket_compound_sentiment,stockmarket_positive_sentiment,stockmarket_neutral_sentiment,stockmarket_negative_sentiment
2013-09-06,,,,,0.16247272727272727,0.09586363636363636,0.8245,0.07945454545454546
2013-09-07,,,,,,,,
2013-09-08,,,,,,,,
2013-09-09,,,,,,,,
2013-09-10,,,,,,,,
2013-09-11,,,,,,,,
2013-09-12,,,,,,,,
2013-09-13,,,,,,,,
2013-09-14,,,,,,,,
2013-09-15,,,,,,,,
2013-09-16,,,,,,,,
2013-09-17,,,,,,,,
2013-09-18,,,,,,,,
2013-09-19,,,,,,,,
2013-09-20,,,,,,,,
2013-09-21,,,,,,,,
2013-09-22,,,,,,,,
2013-09-23,,,,,,,,
2013-09-24,,,,,,,,
2013-09-25,,,,,,,,
2013-09-26,,,,,,,,
2013-09-27,,,,,,,,
2013-09-28,,,,,,,,
2013-09-29,,,,,,,,
2013-09-30,,,,,,,,
2013-10-01,,,,,,,,
2013-10-02,,,,,,,,
2013-10-03,,,,,,,,
2013-10-04,,,,,,,,
2013-10-05,,,,,,,,
2013-10-06,,,,,,,,
2013-10-07,,,,,,,,
2013-10-08,,,,,,,,
2013-10-09,,,,,,,,
2013-10-10,,,,,,,,
2013-10-11,,,,,,,,
2013-10-12,,,,,,,,
2013-10-13,,,,,,,,
2013-10-14,,,,,,,,
2013-10-15,,,,,,,,
2013-10-16,,,,,,,,
2013-10-17,,,,,,,,
2013-10-18,,,,,,,,
2013-10-19,,,,,0.32232000000000005,0.1238,0.8440999999999999,0.0323
2013-10-20,,,,,0.338209756097561,0.12404878048780489,0.8094146341463415,0.06663414634146342
2013-10-21,,,,,0.31382272727272725,0.11349999999999999,0.8434090909090909,0.043
2013-10-22,,,,,0.24066271186440677,0.12327118644067796,0.8187627118644069,0.05805084745762711
2013-10-23,,,,,0.256471875,0.10840625,0.83709375,0.054406249999999996
2013-10-24,,,,,0.25405833333333333,0.12783333333333335,0.8248333333333333,0.04733333333333333
2013-10-25,,,,,,,,
2013-10-26,,,,,,,,
2013-10-27,,,,,,,,
2013-10-28,,,,,,,,
2013-10-29,,,,,,,,
2013-10-30,,,,,,,,
2013-10-31,,,,,,,,
2013-11-01,,,,,,,,
2013-11-02,,,,,,,,
2013-11-03,,,,,,,,
2013-11-04,,,,,,,,
2013-11-05,,,,,,,,
2013-11-06,,,,,,,,
2013-11-07,,,,,,,,
2013-11-08,,,,,,,,
2013-11-09,,,,,,,,
2013-11-10,,,,,,,,
2013-11-11,,,,,,,,
2013-11-12,,,,,,,,
2013-11-13,,,,,,,,
2013-11-14,,,,,,,,
2013-11-15,,,,,,,,
2013-11-16,,,,,,,,
2013-11-17,,,,,,,,
2013-11-18,,,,,,,,
2013-11-19,,,,,,,,
2013-11-20,,,,,,,,
2013-11-21,,,,,,,,
2013-11-22,,,,,,,,
2013-11-23,,,,,,,,
2013-11-24,,,,,,,,
2013-11-25,,,,,,,,
2013-11-26,,,,,,,,
2013-11-27,,,,,,,,
2013-11-28,,,,,,,,
2013-11-29,,,,,,,,
2013-11-30,,,,,,,,
2013-12-01,,,,,,,,
2013-12-02,,,,,,,,
2013-12-03,,,,,,,,
2013-12-04,,,,,,,,
2013-12-05,,,,,,,,
2013-12-06,,,,,0.24011568627450977,0.0901764705882353,0.8505098039215686,0.05925490196078432
2013-12-07,,,,,0.3277305555555555,0.131,0.8117222222222222,0.057249999999999995
2013-12-08,,,,,0.27931538461538463,0.1040769230769231,0.8375384615384616,0.05861538461538462
2013-12-09,,,,,,,,
2013-12-10,,,,,,,,
2013-12-11,,,,,,,,
2013-12-12,,,,,,,,
2013-12-13,,,,,,,,
2013-12-14,,,,,,,,
2013-12-15,,,,,,,,
2013-12-16,,,,,,,,
2013-12-17,,,,,,,,
2013-12-18,,,,,,,,
2013-12-19,,,,,,,,
2013-12-20,,,,,,,,
2013-12-21,,,,,,,,
2013-12-22,,,,,,,,
2013-12-23,,,,,,,,
2013-12-24,,,,,,,,
2013-12-25,,,,,,,,
2013-12-26,,,,,,,,
2013-12-27,,,,,,,,
2013-12-28,,,,,,,,
2013-12-29,,,,,,,,
2013-12-30,,,,,,,,
2013-12-31,,,,,,,,
2014-01-01,,,,,,,,
2014-01-02,,,,,,,,
2014-01-03,,,,,,,,
2014-01-04,,,,,,,,
2014-01-05,,,,,,,,
2014-01-06,,,,,,,,
2014-01-07,,,,,,,,
2014-01-08,,,,,,,,
2014-01-09,,,,,,,,
2014-01-10,,,,,,,,
2014-01-11,,,,,,,,
2014-01-12,,,,,,,,
2014-01-13,,,,,,,,
2014-01-14,,,,,,,,
2014-01-15,,,,,,,,
2014-01-16,,,,,,,,
2014-01-17,,,,,0.3877631578947368,0.11694736842105263,0.8116315789473684,0.07157894736842106
2014-01-18,,,,,0.3312952380952381,0.12628571428571428,0.834095238095238,0.03966666666666666
2014-01-19,,,,,0.21889999999999998,0.155,0.729875,0.11525
2014-01-20,,,,,0.4697071428571428,0.11585714285714285,0.8372857142857143,0.04692857142857143
2014-01-21,,,,,0.347,0.09065217391304348,0.8609130434782608,0.04834782608695653
2014-01-22,,,,,0.4892,0.11620833333333334,0.8443333333333333,0.039375
2014-01-23,,,,,0.20803,0.09593333333333334,0.8190666666666666,0.08496666666666666
2014-01-24,,,,,0.2790566666666667,0.09623333333333334,0.8418,0.06193333333333333
2014-01-25,,,,,0.2585851851851852,0.10577777777777778,0.8446666666666667,0.049629629629629635
2014-01-26,,,,,0.30291351351351353,0.10094594594594594,0.8532432432432433,0.04572972972972973
2014-01-27,,,,,0.2713041666666667,0.08800000000000001,0.8853125,0.02666666666666667
2014-01-28,,,,,0.37288260869565215,0.14004347826086957,0.8091739130434783,0.05078260869565217
2014-01-29,,,,,0.3831826086956522,0.12539130434782608,0.8241739130434782,0.050413043478260866
2014-01-30,,,,,0.215275,0.104875,0.8267291666666666,0.06835416666666667
2014-01-31,,,,,,,,
2014-02-01,,,,,,,,
2014-02-02,,,,,,,,
2014-02-03,,,,,,,,
2014-02-04,,,,,,,,
2014-02-05,,,,,,,,
2014-02-06,,,,,,,,
2014-02-07,,,,,,,,
2014-02-08,,,,,,,,
2014-02-09,,,,,,,,
2014-02-10,,,,,,,,
2014-02-11,,,,,,,,
2014-02-12,,,,,,,,
2014-02-13,,,,,,,,
2014-02-14,,,,,,,,
2014-02-15,,,,,,,,
2014-02-16,,,,,,,,
2014-02-17,,,,,,,,
2014-02-18,,,,,,,,
2014-02-19,,,,,,,,
2014-02-20,,,,,,,,
2014-02-21,,,,,,,,
2014-02-22,,,,,,,,
2014-02-23,,,,,,,,
2014-02-24,,,,,,,,
2014-02-25,,,,,,,,
2014-02-26,,,,,,,,
2014-02-27,,,,,,,,
2014-02-28,,,,,,,,
2014-03-01,,,,,,,,
2014-03-02,,,,,,,,
2014-03-03,,,,,,,,
2014-03-04,,,,,,,,
2014-03-05,,,,,,,,
2014-03-06,,,,,,,,
2014-03-07,,,,,,,,
2014-03-08,,,,,,,,
2014-03-09,,,,,,,,
2014-03-10,,,,,,,,
2014-03-11,,,,,,,,
2014-03-12,,,,,,,,
2014-03-13,,,,,0.24441,0.10576666666666666,0.8558333333333333,0.03846666666666666
2014-03-14,,,,,0.23052,0.10281818181818182,0.8390727272727273,0.05814545454545454
2014-03-15,,,,,0.16875454545454546,0.06809090909090909,0.8777272727272727,0.05418181818181819
2014-03-16,,,,,0.58375,0.15875,0.76625,0.0755
2014-03-17,,,,,,,,
2014-03-18,,,,,,,,
2014-03-19,,,,,,,,
2014-03-20,,,,,,,,
2014-03-21,,,,,,,,
2014-03-22,,,,,,,,
2014-03-23,,,,,,,,
2014-03-24,,,,,,,,
2014-03-25,,,,,,,,
2014-03-26,,,,,,,,
2014-03-27,,,,,,,,
2014-03-28,,,,,,,,
2014-03-29,,,,,,,,
2014-03-30,,,,,,,,
2014-03-31,,,,,,,,
2014-04-01,,,,,,,,
2014-04-02,,,,,,,,
2014-04-03,,,,,,,,
2014-04-04,,,,,,,,
2014-04-05,,,,,,,,
2014-04-06,,,,,,,,
2014-04-07,,,,,,,,
2014-04-08,,,,,,,,
2014-04-09,,,,,,,,
2014-04-10,,,,,,,,
2014-04-11,,,,,,,,
2014-04-12,,,,,,,,
2014-04-13,,,,,,,,
2014-04-14,,,,,,,,
2014-04-15,,,,,,,,
2014-04-16,,,,,,,,
2014-04-17,,,,,,,,
2014-04-18,,,,,,,,
2014-04-19,,,,,,,,
2014-04-20,,,,,,,,
2014-04-21,,,,,,,,
2014-04-22,,,,,,,,
2014-04-23,,,,,,,,
2014-04-24,,,,,,,,
2014-04-25,,,,,,,,
2014-04-26,,,,,,,,
2014-04-27,,,,,,,,
2014-04-28,,,,,0.24611111111111109,0.10933333333333334,0.8508888888888888,0.03977777777777777
2014-04-29,,,,,0.3580452380952381,0.11073809523809523,0.8400476190476189,0.04921428571428572
2014-04-30,,,,,0.39600357142857145,0.14485714285714285,0.7906428571428571,0.06448214285714285
2014-05-01,,,,,0.28542162162162166,0.08891891891891893,0.8782432432432432,0.03281081081081081
2014-05-02,,,,,0.13717659574468086,0.09108510638297872,0.8453191489361701,0.06365957446808511
2014-05-03,,,,,0.38185555555555556,0.1471111111111111,0.8091111111111111,0.04377777777777778
2014-05-04,,,,,,,,
2014-05-05,,,,,,,,
2014-05-06,,,,,,,,
2014-05-07,,,,,,,,
2014-05-08,,,,,,,,
2014-05-09,,,,,,,,
2014-05-10,,,,,,,,
2014-05-11,,,,,,,,
2014-05-12,,,,,,,,
2014-05-13,,,,,,,,
2014-05-14,,,,,,,,
2014-05-15,,,,,,,,
2014-05-16,,,,,,,,
2014-05-17,,,,,,,,
2014-05-18,,,,,,,,
2014-05-19,,,,,,,,
2014-05-20,,,,,,,,
2014-05-21,,,,,,,,
2014-05-22,,,,,,,,
2014-05-23,,,,,,,,
2014-05-24,,,,,,,,
2014-05-25,,,,,,,,
2014-05-26,,,,,,,,
2014-05-27,,,,,,,,
2014-05-28,,,,,,,,
2014-05-29,,,,,,,,
2014-05-30,,,,,,,,
2014-05-31,,,,,,,,
2014-06-01,,,,,,,,
2014-06-02,,,,,,,,
2014-06-03,,,,,,,,
2014-06-04,,,,,,,,
2014-06-05,,,,,,,,
2014-06-06,,,,,,,,
2014-06-07,,,,,,,,
2014-06-08,,,,,,,,
2014-06-09,,,,,,,,
2014-06-10,,,,,0.36402,0.1166,0.8271000000000001,0.056299999999999996
2014-06-11,,,,,0.23102916666666665,0.12316666666666666,0.7992916666666666,0.077625
2014-06-12,,,,,0.33616315789473683,0.12810526315789475,0.8331578947368421,0.038789473684210526
2014-06-13,,,,,0.39648000000000005,0.12253333333333334,0.8363999999999999,0.04106666666666667
2014-06-14,,,,,0.20186666666666667,0.08455555555555555,0.8533333333333334,0.062000000000000006
2014-06-15,,,,,0.2644125,0.135625,0.759125,0.10500000000000001
2014-06-16,,,,,0.40708181818181816,0.1419090909090909,0.771090909090909,0.0870909090909091
2014-06-17,,,,,0.1485,0.1215,0.77325,0.105
2014-06-18,,,,,,,,
2014-06-19,,,,,,,,
2014-06-20,,,,,,,,
2014-06-21,,,,,,,,
2014-06-22,,,,,,,,
2014-06-23,,,,,,,,
2014-06-24,,,,,,,,
2014-06-25,,,,,,,,
2014-06-26,,,,,,,,
2014-06-27,,,,,,,,
2014-06-28,,,,,,,,
2014-06-29,,,,,,,,
2014-06-30,,,,,,,,
2014-07-01,,,,,,,,
2014-07-02,,,,,,,,
2014-07-03,,,,,,,,
2014-07-04,,,,,,,,
2014-07-05,,,,,,,,
2014-07-06,,,,,,,,
2014-07-07,,,,,,,,
2014-07-08,,,,,,,,
2014-07-09,,,,,,,,
2014-07-10,,,,,,,,
2014-07-11,,,,,,,,
2014-07-12,,,,,,,,
2014-07-13,,,,,,,,
2014-07-14,,,,,,,,
2014-07-15,,,,,,,,
2014-07-16,,,,,,,,
2014-07-17,,,,,,,,
2014-07-18,,,,,,,,
2014-07-19,,,,,,,,
2014-07-20,,,,,,,,
2014-07-21,,,,,,,,
2014-07-22,,,,,,,,
2014-07-23,,,,,,,,
2014-07-24,,,,,,,,
2014-07-25,,,,,,,,
2014-07-26,,,,,,,,
2014-07-27,,,,,,,,
2014-07-28,,,,,0.0,0.0,1.0,0.0
2014-07-29,,,,,0.3447911764705882,0.12805882352941178,0.8281764705882353,0.04385294117647059
2014-07-30,,,,,-0.04136470588235294,0.09523529411764706,0.8118235294117647,0.09282352941176471
2014-07-31,,,,,0.32647887323943664,0.11815492957746478,0.8259577464788732,0.05594366197183098
2014-08-01,,,,,0.36739600000000006,0.14795999999999998,0.79696,0.055040000000000006
2014-08-02,,,,,0.38584999999999997,0.13933333333333334,0.8226111111111112,0.03811111111111111
2014-08-03,,,,,0.255475,0.11216666666666668,0.8505833333333334,0.03725
2014-08-04,,,,,0.275169696969697,0.08072727272727273,0.8729393939393939,0.04633333333333333
2014-08-05,,,,,0.10641600000000001,0.05672,0.89196,0.05136
2014-08-06,,,,,0.1646820512820513,0.10120512820512821,0.8418974358974359,0.05692307692307693
2014-08-07,,,,,0.09128666666666667,0.07586666666666667,0.8681333333333333,0.056
2014-08-08,,,,,0.47305555555555556,0.0921111111111111,0.8713333333333333,0.036555555555555556
2014-08-09,,,,,,,,
2014-08-10,,,,,,,,
2014-08-11,,,,,,,,
2014-08-12,,,,,,,,
2014-08-13,,,,,,,,
2014-08-14,,,,,,,,
2014-08-15,,,,,,,,
2014-08-16,,,,,,,,
2014-08-17,,,,,,,,
2014-08-18,,,,,,,,
2014-08-19,,,,,,,,
2014-08-20,,,,,,,,
2014-08-21,,,,,,,,
2014-08-22,,,,,,,,
2014-08-23,,,,,,,,
2014-08-24,,,,,,,,
2014-08-25,,,,,,,,
2014-08-26,,,,,,,,
2014-08-27,,,,,,,,
2014-08-28,,,,,,,,
2014-08-29,,,,,,,,
2014-08-30,,,,,,,,
2014-08-31,,,,,,,,
2014-09-01,,,,,,,,
2014-09-02,,,,,,,,
2014-09-03,,,,,,,,
2014-09-04,,,,,,,,
2014-09-05,,,,,,,,
2014-09-06,,,,,,,,
2014-09-07,,,,,,,,
2014-09-08,,,,,,,,
2014-09-09,,,,,,,,
2014-09-10,,,,,,,,
2014-09-11,,,,,,,,
2014-09-12,,,,,,,,
2014-09-13,,,,,,,,
2014-09-14,,,,,,,,
2014-09-15,,,,,,,,
2014-09-16,,,,,,,,
2014-09-17,,,,,,,,
2014-09-18,,,,,,,,
2014-09-19,,,,,0.38668749999999996,0.1259107142857143,0.8122678571428572,0.06173214285714286
2014-09-20,,,,,0.2016357142857143,0.10382142857142858,0.8216785714285715,0.07446428571428572
2014-09-21,,,,,0.10346875,0.100875,0.8110625,0.088125
2014-09-22,,,,,,,,
2014-09-23,,,,,,,,
2014-09-24,,,,,,,,
2014-09-25,,,,,,,,
2014-09-26,,,,,,,,
2014-09-27,,,,,,,,
2014-09-28,,,,,,,,
2014-09-29,,,,,,,,
2014-09-30,,,,,,,,
2014-10-01,,,,,,,,
2014-10-02,,,,,,,,
2014-10-03,,,,,,,,
2014-10-04,,,,,,,,
2014-10-05,,,,,,,,
2014-10-06,,,,,,,,
2014-10-07,,,,,,,,
2014-10-08,,,,,,,,
2014-10-09,,,,,,,,
2014-10-10,,,,,,,,
2014-10-11,,,,,,,,
2014-10-12,,,,,,,,
2014-10-13,,,,,,,,
2014-10-14,,,,,,,,
2014-10-15,,,,,,,,
2014-10-16,,,,,,,,
2014-10-17,,,,,,,,
2014-10-18,,,,,,,,
2014-10-19,,,,,,,,
2014-10-20,,,,,,,,
2014-10-21,,,,,,,,
2014-10-22,,,,,,,,
2014-10-23,,,,,,,,
2014-10-24,,,,,,,,
2014-10-25,,,,,,,,
2014-10-26,,,,,,,,
2014-10-27,,,,,,,,
2014-10-28,,,,,,,,
2014-10-29,,,,,,,,
2014-10-30,,,,,,,,
2014-10-31,,,,,,,,
2014-11-01,,,,,,,,
2014-11-02,,,,,0.3990222222222222,0.12794444444444444,0.8445555555555555,0.02738888888888889
2014-11-03,,,,,0.48924,0.14835,0.8096,0.04215000000000001
2014-11-04,,,,,0.2630357142857143,0.10242857142857142,0.8459464285714285,0.05167857142857143
2014-11-05,,,,,0.3096375,0.13495833333333332,0.7996666666666666,0.06541666666666666
2014-11-06,,,,,0.2690179487179487,0.09787179487179487,0.8618205128205128,0.04028205128205128
2014-11-07,,,,,0.4486578947368421,0.14110526315789473,0.7884736842105263,0.07042105263157895
2014-11-08,,,,,0.0679090909090909,0.10981818181818181,0.7952727272727272,0.09490909090909092
2014-11-09,,,,,0.546625,0.13149999999999998,0.8226666666666667,0.046000000000000006
2014-11-10,,,,,0.3008,0.121,0.762,0.118
2014-11-11,,,,,,,,
2014-11-12,,,,,,,,
2014-11-13,,,,,,,,
2014-11-14,,,,,,,,
2014-11-15,,,,,,,,
2014-11-16,,,,,,,,
2014-11-17,,,,,,,,
2014-11-18,,,,,,,,
2014-11-19,,,,,,,,
2014-11-20,,,,,,,,
2014-11-21,,,,,,,,
2014-11-22,,,,,,,,
2014-11-23,,,,,,,,
2014-11-24,,,,,,,,
2014-11-25,,,,,,,,
2014-11-26,,,,,,,,
2014-11-27,,,,,,,,
2014-11-28,,,,,,,,
2014-11-29,,,,,,,,
2014-11-30,,,,,,,,
2014-12-01,,,,,,,,
2014-12-02,,,,,,,,
2014-12-03,,,,,,,,
2014-12-04,,,,,,,,
2014-12-05,,,,,,,,
2014-12-06,,,,,,,,
2014-12-07,,,,,,,,
2014-12-08,,,,,,,,
2014-12-09,,,,,,,,
2014-12-10,,,,,,,,
2014-12-11,,,,,,,,
2014-12-12,,,,,,,,
2014-12-13,,,,,,,,
2014-12-14,,,,,,,,
2014-12-15,,,,,,,,
2014-12-16,,,,,,,,
2014-12-17,,,,,,,,
2014-12-18,,,,,,,,
2014-12-19,,,,,,,,
2014-12-20,,,,,,,,
2014-12-21,,,,,,,,
2014-12-22,,,,,0.4932448275862069,0.13593103448275862,0.816896551724138,0.04713793103448276
2014-12-23,,,,,0.3438945945945946,0.1502972972972973,0.7863783783783784,0.06318918918918918
2014-12-24,,,,,0.33494347826086956,0.13452173913043478,0.8094782608695652,0.05604347826086956
2014-12-25,,,,,0.25004545454545457,0.12645454545454546,0.755090909090909,0.11845454545454545
2014-12-26,,,,,,,,
2014-12-27,,,,,,,,
2014-12-28,,,,,,,,
2014-12-29,,,,,,,,
2014-12-30,,,,,,,,
2014-12-31,,,,,,,,
2015-01-01,,,,,,,,
2015-01-02,,,,,,,,
2015-01-03,,,,,,,,
2015-01-04,,,,,,,,
2015-01-05,,,,,,,,
2015-01-06,,,,,,,,
2015-01-07,,,,,,,,
2015-01-08,,,,,,,,
2015-01-09,,,,,,,,
2015-01-10,,,,,,,,
2015-01-11,,,,,,,,
2015-01-12,,,,,,,,
2015-01-13,,,,,,,,
2015-01-14,,,,,,,,
2015-01-15,,,,,,,,
2015-01-16,,,,,,,,
2015-01-17,,,,,,,,
2015-01-18,,,,,,,,
2015-01-19,,,,,,,,
2015-01-20,,,,,,,,
2015-01-21,,,,,,,,
2015-01-22,,,,,,,,
2015-01-23,,,,,,,,
2015-01-24,,,,,,,,
2015-01-25,,,,,,,,
2015-01-26,,,,,,,,
2015-01-27,,,,,,,,
2015-01-28,,,,,,,,
2015-01-29,,,,,,,,
2015-01-30,,,,,,,,
2015-01-31,,,,,,,,
2015-02-01,,,,,,,,
2015-02-02,,,,,,,,
2015-02-03,,,,,,,,
2015-02-04,,,,,,,,
2015-02-05,,,,,,,,
2015-02-06,,,,,0.4120890625,0.137390625,0.80925,0.05334375
2015-02-07,,,,,0.4276166666666667,0.14216666666666666,0.8156111111111111,0.042277777777777775
2015-02-08,,,,,0.3827628571428571,0.10957142857142857,0.8393142857142858,0.0512
2015-02-09,,,,,0.32035,0.1085,0.8401666666666667,0.051333333333333335
2015-02-10,,,,,0.268625,0.09525,0.8418055555555556,0.06305555555555556
2015-02-11,,,,,0.38111666666666666,0.12027777777777778,0.8258055555555556,0.05383333333333333
2015-02-12,,,,,0.27255416666666665,0.09344444444444444,0.8660833333333334,0.04047222222222222
2015-02-13,,,,,0.31827319587628866,0.10994845360824741,0.8478247422680413,0.04221649484536082
2015-02-14,,,,,0.07302999999999998,0.07200000000000001,0.8575999999999999,0.07046666666666666
2015-02-15,,,,,,,,
2015-02-16,,,,,,,,
2015-02-17,,,,,,,,
2015-02-18,,,,,,,,
2015-02-19,,,,,,,,
2015-02-20,,,,,,,,
2015-02-21,,,,,,,,
2015-02-22,,,,,,,,
2015-02-23,,,,,,,,
2015-02-24,,,,,,,,
2015-02-25,,,,,,,,
2015-02-26,,,,,,,,
2015-02-27,,,,,,,,
2015-02-28,,,,,,,,
2015-03-01,,,,,,,,
2015-03-02,,,,,,,,
2015-03-03,,,,,,,,
2015-03-04,,,,,,,,
2015-03-05,,,,,,,,
2015-03-06,,,,,,,,
2015-03-07,,,,,,,,
2015-03-08,,,,,,,,
2015-03-09,,,,,,,,
2015-03-10,,,,,,,,
2015-03-11,,,,,,,,
2015-03-12,,,,,,,,
2015-03-13,,,,,,,,
2015-03-14,,,,,,,,
2015-03-15,,,,,,,,
2015-03-16,,,,,,,,
2015-03-17,,,,,,,,
2015-03-18,,,,,,,,
2015-03-19,,,,,,,,
2015-03-20,,,,,,,,
2015-03-21,,,,,,,,
2015-03-22,,,,,,,,
2015-03-23,,,,,,,,
2015-03-24,,,,,,,,
2015-03-25,,,,,,,,
2015-03-26,,,,,,,,
2015-03-27,,,,,,,,
2015-03-28,,,,,,,,
2015-03-29,,,,,,,,
2015-03-30,,,,,,,,
2015-03-31,,,,,0.2874536585365854,0.1364390243902439,0.8100243902439024,0.05351219512195122
2015-04-01,,,,,0.3274265306122449,0.1143265306122449,0.8352448979591837,0.05038775510204081
2015-04-02,,,,,0.27798999999999996,0.1135,0.8393,0.0472
2015-04-03,,,,,,,,
2015-04-04,,,,,,,,
2015-04-05,,,,,,,,
2015-04-06,,,,,,,,
2015-04-07,,,,,,,,
2015-04-08,,,,,,,,
2015-04-09,,,,,,,,
2015-04-10,,,,,,,,
2015-04-11,,,,,,,,
2015-04-12,,,,,,,,
2015-04-13,,,,,,,,
2015-04-14,,,,,,,,
2015-04-15,,,,,,,,
2015-04-16,,,,,,,,
2015-04-17,,,,,,,,
2015-04-18,,,,,,,,
2015-04-19,,,,,,,,
2015-04-20,,,,,,,,
2015-04-21,,,,,,,,
2015-04-22,,,,,,,,
2015-04-23,,,,,,,,
2015-04-24,,,,,,,,
2015-04-25,,,,,,,,
2015-04-26,,,,,,,,
2015-04-27,,,,,,,,
2015-04-28,,,,,,,,
2015-04-29,,,,,,,,
2015-04-30,,,,,,,,
2015-05-01,,,,,,,,
2015-05-02,,,,,,,,
2015-05-03,,,,,,,,
2015-05-04,,,,,,,,
2015-05-05,,,,,,,,
2015-05-06,,,,,,,,
2015-05-07,,,,,,,,
2015-05-08,,,,,,,,
2015-05-09,,,,,,,,
2015-05-10,,,,,,,,
2015-05-11,,,,,,,,
2015-05-12,,,,,,,,
2015-05-13,,,,,,,,
2015-05-14,,,,,0.16433478260869566,0.10686956521739131,0.8598695652173913,0.033217391304347824
2015-05-15,,,,,0.1945625,0.10140625,0.8370625,0.0615625
2015-05-16,,,,,0.30285,0.141375,0.7913333333333333,0.06729166666666667
2015-05-17,,,,,0.1351421052631579,0.1051578947368421,0.828,0.06689473684210527
2015-05-18,,,,,0.26252615384615385,0.09698461538461539,0.8429384615384615,0.06013846153846154
2015-05-19,,,,,0.2702833333333333,0.09208333333333334,0.8515555555555555,0.05630555555555556
2015-05-20,,,,,0.9767,0.133,0.806,0.061
2015-05-21,,,,,,,,
2015-05-22,,,,,,,,
2015-05-23,,,,,,,,
2015-05-24,,,,,,,,
2015-05-25,,,,,,,,
2015-05-26,,,,,,,,
2015-05-27,,,,,,,,
2015-05-28,,,,,,,,
2015-05-29,,,,,,,,
2015-05-30,,,,,,,,
2015-05-31,,,,,,,,
2015-06-01,,,,,,,,
2015-06-02,,,,,,,,
2015-06-03,,,,,,,,
2015-06-04,,,,,,,,
2015-06-05,,,,,,,,
2015-06-06,,,,,,,,
2015-06-07,,,,,,,,
2015-06-08,,,,,,,,
2015-06-09,,,,,,,,
2015-06-10,,,,,,,,
2015-06-11,,,,,,,,
2015-06-12,,,,,,,,
2015-06-13,,,,,,,,
2015-06-14,,,,,,,,
2015-06-15,,,,,,,,
2015-06-16,,,,,,,,
2015-06-17,,,,,,,,
2015-06-18,,,,,,,,
2015-06-19,,,,,,,,
2015-06-20,,,,,,,,
2015-06-21,,,,,,,,
2015-06-22,,,,,,,,
2015-06-23,,,,,,,,
2015-06-24,,,,,,,,
2015-06-25,,,,,,,,
2015-06-26,,,,,,,,
2015-06-27,,,,,,,,
2015-06-28,,,,,,,,
2015-06-29,,,,,,,,
2015-06-30,,,,,,,,
2015-07-01,,,,,,,,
2015-07-02,,,,,0.06382380952380953,0.08695238095238096,0.8420952380952381,0.07088095238095238
2015-07-03,,,,,0.32035517241379313,0.1126551724137931,0.8445172413793103,0.04279310344827587
2015-07-04,,,,,0.4499473684210526,0.1355263157894737,0.8212631578947368,0.043263157894736844
2015-07-05,,,,,0.08951999999999999,0.0945,0.8168,0.0889
2015-07-06,,,,,,,,
2015-07-07,,,,,,,,
2015-07-08,,,,,,,,
2015-07-09,,,,,,,,
2015-07-10,,,,,,,,
2015-07-11,,,,,,,,
2015-07-12,,,,,,,,
2015-07-13,,,,,,,,
2015-07-14,,,,,,,,
2015-07-15,,,,,,,,
2015-07-16,,,,,,,,
2015-07-17,,,,,,,,
2015-07-18,,,,,,,,
2015-07-19,,,,,,,,
2015-07-20,,,,,,,,
2015-07-21,,,,,,,,
2015-07-22,,,,,,,,
2015-07-23,,,,,,,,
2015-07-24,,,,,,,,
2015-07-25,,,,,,,,
2015-07-26,,,,,,,,
2015-07-27,,,,,,,,
2015-07-28,,,,,,,,
2015-07-29,,,,,,,,
2015-07-30,,,,,,,,
2015-07-31,,,,,,,,
2015-08-01,,,,,,,,
2015-08-02,,,,,,,,
2015-08-03,,,,,,,,
2015-08-04,,,,,,,,
2015-08-05,,,,,,,,
2015-08-06,,,,,,,,
2015-08-07,,,,,,,,
2015-08-08,,,,,,,,
2015-08-09,,,,,,,,
2015-08-10,,,,,,,,
2015-08-11,,,,,,,,
2015-08-12,,,,,,,,
2015-08-13,,,,,,,,
2015-08-14,,,,,,,,
2015-08-15,,,,,,,,
2015-08-16,,,,,,,,
2015-08-17,,,,,,,,
2015-08-18,,,,,,,,
2015-08-19,,,,,0.005887500000000018,0.118,0.785875,0.09625
2015-08-20,,,,,0.34754222222222225,0.13556666666666667,0.8162111111111111,0.04822222222222222
2015-08-21,,,,,0.366975,0.10411538461538461,0.8421730769230769,0.05374038461538462
2015-08-22,,,,,0.3329408163265306,0.12323469387755102,0.8403877551020409,0.036408163265306125
2015-08-23,,,,,,,,
2015-08-24,,,,,,,,
2015-08-25,,,,,,,,
2015-08-26,,,,,,,,
2015-08-27,,,,,,,,
2015-08-28,,,,,,,,
2015-08-29,,,,,,,,
2015-08-30,,,,,,,,
2015-08-31,,,,,,,,
2015-09-01,,,,,,,,
2015-09-02,,,,,,,,
2015-09-03,,,,,,,,
2015-09-04,,,,,,,,
2015-09-05,,,,,,,,
2015-09-06,,,,,,,,
2015-09-07,,,,,,,,
2015-09-08,,,,,,,,
2015-09-09,,,,,,,,
2015-09-10,,,,,,,,
2015-09-11,,,,,,,,
2015-09-12,,,,,,,,
2015-09-13,,,,,,,,
2015-09-14,,,,,,,,
2015-09-15,,,,,,,,
2015-09-16,,,,,,,,
2015-09-17,,,,,,,,
2015-09-18,,,,,,,,
